INDEX,DESCRIPTION,CATEGORY
8175,Groping with inappropriate comments.,"Catcalls/Whistles, Commenting, Taking pictures/ Distributing pictures, Touching /Groping, Indecent exposure, Sexual Invites, "
8176,boys of 12-13 year old were passing filthy comments on me and friends,"Commenting, "
8177,Some people started commenting bad words on me and my friend.,"Chain Snatching, Ogling/Facial Expressions/Staring, Taking pictures/ Distributing pictures, "
8178,guys were commenting on girls,"Commenting, "
8179,"catcalls/whistles,commenting,ogling/facial expressions","Catcalls/Whistles, Commenting, Ogling/Facial Expressions/Staring, "
8180,guys were commenting on a girl,"Commenting, "
8181,"Catcalls Commenting and bad facial expressions, Taking pictures/ Distributing pictures, indecent exposure, sexual invites","Catcalls/Whistles, Chain Snatching, Commenting, Ogling/Facial Expressions/Staring, Taking pictures/ Distributing pictures, Touching /Groping, Indecent exposure, Sexual Invites, Others, "
8182,"catcalls,commenting,ogling/facial expressions","Catcalls/Whistles, Commenting, Ogling/Facial Expressions/Staring, "
8183,Catcalls Commenting and bad facial expressions,"Catcalls/Whistles, Chain Snatching, Others, "
8184,two guys on bike with handkerchief on their face were driving fast and whistling on girls,"Catcalls/Whistles, "
8185,Catcalls Commenting and bad facial expressions,"Catcalls/Whistles, Commenting, Ogling/Facial Expressions/Staring, "
8186,As i was getting down from AMUT metro station i found 2 boys who were standing outside the metro station were ogling and were passing comments.,"Commenting, Ogling/Facial Expressions/Staring, "
8187,i was travelling alone returning from select city walk two boys came towards me and they started touching my hands,"Touching /Groping, "
8188,"Chain Snatching, commenting, and ogling","Chain Snatching, Commenting, Ogling/Facial Expressions/Staring, Others, "
8189,a guy was at a girl and was commenting,"Commenting, Touching /Groping, Indecent exposure, "
8190,Taking pictures/ Distributing pictures,"Taking pictures/ Distributing pictures, "
8191,"catcalls/whistles,commenting,ogling/facial expressions,Taking pictures/ Distributing pictures,touching/groping,sexual invites","Catcalls/Whistles, Commenting, Ogling/Facial Expressions/Staring, Taking pictures/ Distributing pictures, Touching /Groping, Sexual Invites, "
8192,i was with my friends when a bus drove twice and turned towards me and the mens inside the bus passed comments and laughed which scared me,"Others, "
8193,with a 12 year old girl,"Rape / Sexual Assault, "
8194,"Ogling, touching and groping","Ogling/Facial Expressions/Staring, Touching /Groping, "
8195,Catcalls Commenting and bad facial expressions,"Catcalls/Whistles, Commenting, "
8196,when i was walking some guys passed comments,"Commenting, "
8197,two guys tried to block my path and tried to touch me,"Touching /Groping, "
8198,i was standing with my friend then a police bus came and a police man on the last seat passed filthy expression,"Ogling/Facial Expressions/Staring, "
8199,was walking in the park and boys commented on my appearance,"Commenting, "
8200,"my friend was walking to her hostel, a van of prisoners passed by and whistled and made indecent comments on her dress!","Catcalls/Whistles, Commenting, Ogling/Facial Expressions/Staring, "
8201,"the guy was tring to speak and foolowing me and friend and making signs ,he ran when started shouted at him","Others, "
8202,boys and men donot have any decency towards women. you just need to walk down the street and you will face all kinds of harassments.,"Catcalls/Whistles, Commenting, Ogling/Facial Expressions/Staring, "
8203,Commenting and bad facial expressions.,"Commenting, Ogling/Facial Expressions/Staring, "
8204,"Whistles, chain snatching, ogling, Taking pictures/ Distributing pictures","Catcalls/Whistles, Chain Snatching, Commenting, Ogling/Facial Expressions/Staring, Taking pictures/ Distributing pictures, "
8205,Commenting &amp; chain snatching,"Chain Snatching, Commenting, "
8206,Touching/groping in bad manner,"Touching /Groping, Indecent exposure, "
8207,one man tried to hug a girl from behind.,"Ogling/Facial Expressions/Staring, Touching /Groping, "
8208,Commenting &amp; Taking pictures/ Distributing pictures,"Catcalls/Whistles, Commenting, Taking pictures/ Distributing pictures, Indecent exposure, "
8209,Commenting,"Commenting, "
8210,Catcalls Commenting and bad facial expressions,"Catcalls/Whistles, Ogling/Facial Expressions/Staring, Taking pictures/ Distributing pictures, "
8211,Catcalls Commenting and bad facial expressions,"Catcalls/Whistles, Commenting, Ogling/Facial Expressions/Staring, Taking pictures/ Distributing pictures, "
8212,Chain Snatching and sexual invites,"Chain Snatching, Sexual Invites, "
8213,a girl was being touched over and over again when she got stucked in a crowd of men.,"Touching /Groping, "
8214,there's a tea stall outside my hose and whenever i go out the tea maker just ogles at me.,"Ogling/Facial Expressions/Staring, "
8215,"whenever i pass that area, shopkeepers comment and then they sometimes give me sexual invites.","Commenting, Sexual Invites, "
8216,a boy touched my rear part while i was with my friends at the trade fair.,"Touching /Groping, "
8217,"while i was having my eyes checked by the optician, he was trying to touch my neck.","Touching /Groping, "
8218,"while i was goin to the college, a group of boys commented in my dressing style.","Commenting, "
8219,i was waking down a road when i guy gave me a sexual invite while he was urinating.,"Sexual Invites, "
8220,a group of boys whistled at me while i was going towards my home.,"Catcalls/Whistles, "
8221,"some guys on a bike commented on me and when i replied by givin them an angry look, they made dirty faces at me.","Commenting, "
8222,i was shopping when a boy passed me by and then commented on me.,"Catcalls/Whistles, Commenting, "
8223,"I was walking down the street in a residential area adjacent to the Kailash Colony market around 6:30/7pm (starting to get dark) when suddenly I realized I was being follow by someone.  I looked back and there was a guy  walking behind me saying, I want to fuck you, I want to fuck you.  I walked very fast towards a more crowded area (the round about in Kailash Colony market) and thankfully got to the safety of my car in time.  The incident created fear and I try no to walk in non market areas in Delhi.","Commenting, "
8224,Catcalls near DPS school in the evening,"Catcalls/Whistles, "
8225,It happened on the road approaching towards Metro walk in the afternoon.,"Commenting, "
8226,"They were in the same metro and they passed cheap comments,followed and tried to take pictures.It happened at rajiv chowk metro station in the afternoon.","Catcalls/Whistles, Commenting, Taking pictures/ Distributing pictures, "
8227,In the evening,"Rape / Sexual Assault, "
8228,Group of boys were passing abusive comments.It happened in the afternoon at saket metro station,"Commenting, "
8229,Girl was with her boyfriend and was continuously crying and the guy was hurting her hand badly.It happened in the evening,"Touching /Groping, "
8230,Harassment takes place everywhere because Delhi is not safe.It happens in the evening.,"Catcalls/Whistles, Commenting, Ogling/Facial Expressions/Staring, Taking pictures/ Distributing pictures, "
8231,chain snatching and commenting in the bus evening,"Chain Snatching, Commenting, "
8232,Chain snatching and commenting in the evening,"Chain Snatching, Commenting, "
8233,Everyday when I visit that place(kanhaiya nagar/tri nagar) some boys take pictures of girls.It happens in the evening,"Taking pictures/ Distributing pictures, "
8234,I feel scared at going to bhera enclave chowk alone at night.,"Rape / Sexual Assault, "
8235,Two bikers snatched the chain of a lady near the Jnakpuri metro station.It happened in the morning.,"Chain Snatching, "
